1,-3629.4
1,-3629.4
1,-3629.4
1,-3629.4
1,-3629.3
1,-3629.4
1,-3629.3
1,-3629.4
1,-3629.4
1,-3629.3
1,-3629.4
1,-3629.4
1,-3629.3
1,-3629.4
1,-3629.5
1,-3629.6
1,-3629.4
1,-3629.4
1,-3629.4
1,-3629.3
2,-2974.6
2,-2975.6
2,-2973.9
2,-2974.9
2,-2976.2
2,-2975.2
2,-2975.5
2,-2974.6
2,-2976.0
2,-2975.6
2,-2974.9
2,-2975.6
2,-2974.8
2,-2975.9
2,-2975.0
2,-2974.7
2,-2974.6
2,-2974.2
2,-2976.1
2,-2975.4
3,-2952.2
3,-2951.3
3,-2949.6
3,-2951.4
3,-2947.4
3,-2950.1
3,-2951.0
3,-2945.6
3,-2944.0
3,-2954.0
3,-2950.4
3,-2950.9
3,-2948.8
3,-2952.9
3,-2954.6
3,-2944.1
3,-2949.1
3,-2945.6
3,-2953.3
3,-2944.7
4,-2965.7
4,-2963.9
4,-2945.8
4,-2963.9
4,-2947.0
4,-2947.9
4,-2960.8
4,-2958.4
4,-2947.5
4,-2975.6
4,-2987.0
4,-2958.1
4,-2946.8
4,-2961.6
4,-2964.2
4,-2954.4
4,-2958.3
4,-2965.4
4,-2955.4
4,-2960.3
5,-2929.5
5,-2933.2
5,-2939.3
5,-2929.6
5,-2926.7
5,-2931.7
5,-2930.2
5,-2929.7
5,-2932.9
5,-2926.4
5,-2930.7
5,-2933.2
5,-2937.8
5,-2933.3
5,-2933.4
5,-2924.6
5,-2931.9
5,-2932.1
5,-2933.9
5,-2926.7
6,-2948.9
6,-2961.2
6,-2955.2
6,-2945.7
6,-2948.5
6,-2954.6
6,-2959.5
6,-2947.1
6,-2943.0
6,-2949.4
6,-2940.7
6,-2950.5
6,-2941.1
6,-2956.8
6,-2940.7
6,-2951.6
6,-2957.6
6,-2942.7
6,-2959.6
6,-2948.1
7,-2962.2
7,-2969.8
7,-2971.4
7,-2968.6
7,-2977.0
7,-2965.9
7,-2970.1
7,-2958.5
7,-2971.2
7,-2966.1
7,-2984.4
7,-2967.9
7,-2966.5
7,-2967.7
7,-2977.9
7,-2971.6
7,-2977.7
7,-2967.6
7,-2968.5
7,-2977.3
8,-2987.6
8,-2978.5
8,-2984.5
8,-2988.4
8,-2999.3
8,-2969.6
8,-2991.8
8,-2989.6
8,-2994.6
8,-2979.4
8,-2988.1
8,-2994.8
8,-2999.1
8,-2985.5
8,-2981.6
8,-2993.1
8,-2991.7
8,-2981.4
8,-2993.9
8,-2997.6
9,-3024.0
9,-3014.9
9,-2998.9
9,-3000.4
9,-2991.7
9,-3001.1
9,-2997.9
9,-3003.0
9,-2986.7
9,-2995.2
9,-3000.8
9,-3004.7
9,-3009.8
9,-3009.5
9,-3000.2
9,-2989.9
9,-3009.7
9,-3005.2
9,-3005.1
9,-2994.6
10,-3015.1
10,-3028.0
10,-3035.5
10,-3014.8
10,-3028.6
10,-3015.2
10,-3038.0
10,-3015.5
10,-3031.3
10,-3022.5
10,-3017.1
10,-3031.7
10,-3017.8
10,-3032.2
10,-3018.4
10,-3046.6
10,-3012.1
10,-3036.9
10,-3022.1
10,-3010.8
