channel,countsA,countsB,sizeA,sizeB,cvA,cvB,rcs,linearity,pg,ploidy,
Celt_ILLG15 + petunia 2017-08-10 884.LMD,1162.19720591533,322.759173143891,67.4700337887008,179.62959614421,0.151534689894935,0.037129136247675,1.20493555737995,2.5,1.1268193310617,,
Celt_ILLG16 + petunia 2017-08-10 885.LMD,105.771504736809,73.158159474884,65.6494779416324,163.465775209623,0.065085344449367,0.035008432112618,1.72037169745302,2.26223453485965,1.20482977903073,,
Celt_ILLG17 + petunia 2017-08-10 886.LMD,2369.3616594825,2251.82958171052,55.4286148203426,145.125108165827,0.071575421435945,0.046995210413484,1.76229677945446,2.0689891800942,1.14581030507155,,
Celt_ILLG18 + petunia 2017-08-10 887.LMD,722.523938709026,1742.639394015,64.6444547092179,161.136757979617,0.088493465780362,0.033013517248425,1.8733322064587,2.35652257876314,1.20353274174838,,
Celt_ILLG19 + petunia 2017-08-10 888.LMD,525.090567432041,383.880858261312,55.9021857277775,184.028608359084,0.072902272182276,0.034624747302719,8.29E+24,NA,0.911306990139799,,
Celt_ILLG2 + petunia 2017-08-10 871.LMD,64.8764094872551,1180.33974337373,71.8273316969464,176.074702372246,0.04781019093596,0.028324334543195,1.85982128291884,NA,1.22381007713011,,
Celt_ILLG20 + petunia 2017-08-10 889.LMD,34.1373605359494,84.3975141691049,61.4378197815805,160.526864254276,0.02631731829743,0.035476117198572,1.14336478023311,2.14276764279525,1.14817828281245,,
Celt_ILLG21 + petunia 2017-08-10 890.LMD,327.126853205752,158.740526601444,55.5642712579094,149.311978065621,0.077899382593287,0.048432119566369,1.25885708367998,1.75001684022164,1.1164061713821,,
Celt_ILLG3 + petunia 2017-08-10 872.LMD,3622.04895194358,1461.42838896093,57.7094213751057,170.907096266595,0.046934211430427,0.044724429512069,2.84197847357165,1.98991268390219,1.01299634659556,,
Celt_ILLG4 + petunia 2017-08-10 873.LMD,1621.68881117196,1578.07089579836,56.2998295904253,163.779558724988,0.042749979354304,0.036297553792148,2.97755535801528,1.9337653837386,1.03126110539158,,
Celt_ILLG5 + petunia 2017-08-10 874.LMD,1010.49358985785,1956.76050541992,61.529787597895,166.290039049744,0.2292125767236,0.040492228069996,1.1501051898961,2.5,1.11004461751595,,
Celt_ILLG6 + petunia 2017-08-10 875.LMD,770.092470924559,1007.98218182105,69.6539247723185,173.956103895324,0.070594280312085,0.027527465199912,1.14788154492864,2.5,1.20123278021159,,
Celt_ILLG7 + petunia 2017-08-10 876.LMD,4851.19292938411,689.588430246579,68.768549678619,200.165641416716,0.073439007972684,0.043929507536576,2.40569201768324,1.95732061163109,1.03067463314725,,
Celt_ILLG8 + petunia 2017-08-10 877.LMD,363.803772846577,2248.64626709556,57.836237477829,164.436379659689,0.046796345671431,0.035837877845771,2.10560921191261,1.91613717399454,1.05517229698546,,
Celt_ILLG9 + petunia 2017-08-10 878.LMD,817.385652865387,2170.84481170513,59.4486423072951,167.040778716553,0.089836752512682,0.039875446590936,1.58162732706741,2.5,1.06767897211803,,
Laev_ALCC1+petunia 2017-07-31 665.LMD,373.364599431763,1437.62286875484,54.7769334146902,147.024660907321,0.0554044684528,0.031283141103418,1.70297348271779,NA,1.11770909199824,,
Laev_ALCC2+petunia 2017-07-31 666.LMD,1513.03197927095,1986.39795170311,57.3946476163663,149.872302440242,0.056386370116366,0.028381689157106,2.37247894062402,1.89579864573534,1.14887100582013,,
Laev_ALCC3+petunia 2017-07-31 667.LMD,1075.92919167923,1892.6565541821,54.655489514676,149.148091743804,0.049177322003533,0.031795508775035,2.16354122665467,2.00915539425187,1.09935344547135,,
Laev_ALCC4+petunia 2017-07-31 668.LMD,932.727579125862,2329.1262564251,52.6124061324299,145.777670779267,0.048789275990324,0.032231876711877,1.98692394221255,NA,1.08272561602581,,
Laev_ALCC5+petunia 2017-07-31 669.LMD,403.990651050302,1872.62245235,45.1038473524102,113.091812694186,0.065624055495748,0.043410026404085,2.15949118399651,1.5,1.19647513673805,,
Occid_MOKC1+petunia 2017-07-31 670.LMD,403.802755086388,1341.90831462506,47.7491816944477,137.38127709077,0.054848337097107,0.035242935362536,1.8804423744268,NA,1.04270063662822,,
Occid_MOKC2+petunia 2017-07-31 671.LMD,1201.04366314661,2331.23616151197,51.4567601991128,143.06735424247,0.055041770321264,0.03275227378483,2.70689781121633,1.5,1.07900423136163,,
Occid_MOKC3+petunia 2017-07-31 672.LMD,1856.06216721839,2134.97546290347,37.5588886458342,97.7903374779016,0.08388590169817,0.08446237483027,4.57942692487008,1.89637155645045,1.15222698728251,,
Occid_MOKC4+petunia 2017-07-31 673.LMD,512.891244750499,1816.53508812722,48.3988444167235,137.71663191099,0.054008102552531,0.03419072363415,2.23281131136979,NA,1.05431371095406,,
Occid_MOKC5+petunia 2017-07-31 674.LMD,1172.39562006519,1927.88514644196,46.2828010841347,123.183917758329,0.059223551403553,0.041869421792113,2.38521421540036,1.93745644433327,1.12716339745589,,
Pumila_ALAC10+petunia 2017-07-31 660.LMD,2524.69338225209,1261.00207256754,71.5664704109426,197.880344467398,0.077638550008393,0.033071551535677,2.40633936882142,2.03356499023209,1.08499614658898,,
Pumila_ALAC11+petunia 2017-07-31 661.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pumila_ALAC12+petunia 2017-07-31 662.LMD,993.349634731815,1806.33110826408,75.6453051737788,190.041664873022,0.229887992787233,0.029621464210665,1.30024949387869,2.07386371632648,1.19413769434701,,
Pumila_ALAC14+petunia 2017-07-31 663.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pumila_ALAC15+petunia 2017-07-31 664.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALCC1+S 2018-03-05 714.LMD,389.342182791678,665.859905341209,87.4435270841593,190.346557764274,0.080980684138067,0.058175352697891,0.952752520348927,2.00192912862445,1.14847791458947,,
ALCC10+S 2018-03-05 723.LMD,533.889141192106,1343.18076248614,82.388706212,173.020770779387,0.047656174821914,0.046895610894221,2.25519143013479,2.04333141293032,1.19044531244534,,
ALCC2+S 2018-03-05 715.LMD,159.485158519632,274.745660825632,91.0830755699247,190.365235420497,0.049111729724037,0.044877135845411,1.2882646331661,1.94405846917329,1.19616214810351,,
ALCC3+S 2018-03-05 716.LMD,438.030140618955,1147.98816300128,79.2033233661591,172.958998109593,0.106691586914204,0.050622566381022,1.09279742985034,2.0736665714998,1.14482802617724,,
ALCC4+S 2018-03-05 717.LMD,202.833617742331,343.136417718667,88.3712952572182,186.887186308874,0.035115356441685,0.041921761839116,1.93476902245256,1.9026203187046,1.18214759666781,,
ALCC5+S 2018-03-05 718.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALCC6+S 2018-03-05 719.LMD,50.5312937792541,179.953947580694,86.3038889594441,186.473759598735,0.030683963319503,0.043525466488981,1.81358913500855,1.94800346870198,1.15705138815721,,
ALCC7+S 2018-03-05 720.LMD,513.761087886215,1747.07031227475,86.637712086633,188.428853055533,0.063760520369929,0.049509526894049,1.09693578180299,1.97246876711956,1.14947512922954,,
ALCC8+S 2018-03-05 721.LMD,141.533371940451,884.442640500617,91.6235206690035,189.262567795124,0.042574332629685,0.057822972055588,2.74285232776792,2.00305078329509,1.21026996696179,,
ALCC9+S 2018-03-05 722.LMD,290.308753257962,1490.29919688852,84.5086087378282,183.73571642951,0.052713367777289,0.045260175186652,1.39077559840321,1.9102198351665,1.14986637301749,,
ARWR1+S 2018-03-05 724.LMD,813.689488230205,1907.95526028103,85.0419588231815,179.755943700975,0.070856200291603,0.051843798322357,1.37477956610236,1.92592539643734,1.18274195935142,,
ARWR12+S 2018-03-05 729.LMD,647.20182342899,750.259555335561,83.3340516668586,174.824271490027,0.076902083677608,0.035316429383842,1.36615970418136,2.11094981994159,1.19168309635445,,
ARWR14+S 2018-03-05 730.LMD,1047.65638573026,160.0006910401,79.0739559767524,176.349537364174,0.116271607177255,0.020599542404869,0.87572474905892,2.12626279864772,1.1209833203795,,
ARWR20+S 2018-03-05 731.LMD,573.070314404673,669.447894332472,88.5799512637409,187.898134060144,0.050491871517664,0.06144854838915,6.80841357965489,2.06940862082834,1.17856347678508,,
ARWR3+S 2018-03-05 725.LMD,183.737145149195,1005.37059306743,84.9922623162004,177.46688475879,0.034507571182908,0.052662825189874,3.37195743062758,1.99710828057837,1.19729749062368,,
ARWR5+S 2018-03-05 726.LMD,82.9792207394896,527.813177122809,85.18638233805,172.667317497976,0.069459935972509,0.090147607011103,1.86684203703759,NA,1.23338891766603,,
ARWR7+S 2018-03-05 727.LMD,712.205126830444,1626.65046329032,82.2673478237553,171.226856613152,0.048682737125811,0.053318508403541,2.26918366117408,1.9891572512637,1.2011455073549,,
ARWR8+S 2018-03-05 728.LMD,573.895213873286,1149.08927601898,84.7071843034318,173.75332782576,0.049714205766167,0.0441974186956,2.10840514438405,1.96951342748849,1.21878506390934,,
INCB1+S 2018-03-05 739.LMD,385.91823585157,246.287976217283,89.6024294397427,192.564723010702,0.07418659491024,0.049368350025234,1.09734169208454,1.96558793021357,1.16327679388559,,
INCB2+S 2018-03-05 740.LMD,280.609155545663,392.906198317592,89.9701557733057,195.506953476469,0.061472546656682,0.045173689268876,1.09658758923323,1.97171632525963,1.15047258132604,,
INCB3+S 2018-03-05 741.LMD,89.8138904956973,86.5113631814914,88.0657046911331,190.261412524825,0.077308630752612,0.058768807676253,1.23791144972012,2.04425370626155,1.15716717754898,,
INCB4+S 2018-03-05 742.LMD,1816.24036498335,1154.99191782504,86.9265514615293,195.384668037381,0.057627601584619,0.033627820189882,2.85351145313092,2.06172745140904,1.11224888235471,,
MOKC1 2018-03-05 694.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC1+S 2018-03-05 695.LMD,976.912939108337,3099.28097728542,83.564799461608,190.219949891322,0.114001479472049,0.049853837464585,1.53426399322444,2.00140574540588,1.09826544888366,,
MOKC10 2018-03-05 710.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC10+S 2018-03-05 711.LMD,2511.63685256438,2056.5172517894,94.4300489520171,199.024639157564,0.051759356504784,0.053024318988887,1.95090274932129,1.89587303152619,1.18616028336645,,
MOKC11 2018-03-05 712.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC11+S 2018-03-05 713.LMD,190.650763102052,229.604012522129,90.3523178208279,182.45745184365,0.04605963387611,0.039779019316353,1.58078660180747,1.9959731002511,1.23799160993233,,
MOKC2 2018-03-05 696.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC2+S 2018-03-05 697.LMD,255.125562145584,714.38473282225,82.7981502943562,176.374864020745,0.069876473941135,0.063096020523471,1.10169953290841,1.88103852097258,1.17361040579764,,
MOKC3 2018-03-05 698.LMD,463.480954491236,1715.18283850498,90.6495695346155,188.8620587756,0.05393842651608,0.052932344408913,1.52903914042156,1.90093872490559,1.19994415662813,,
MOKC3+S 2018-03-05 699.LMD,309.167427494276,68.5339693639122,76.08267405754,163.023846857316,0.072007513466293,0.077135833120193,2.10302212775886,1.99419762845139,1.16674148482293,,
MOKC4 2018-03-05 700.LMD,133.714267330267,446.719377770315,84.6008503087198,180.000508189285,0.059633106127702,0.049185081087963,0.871069224447847,1.96668003123179,1.17500849247263,,
MOKC4+S 2018-03-05 701.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC5 2018-03-05 702.LMD,418.0924914882,2926.67373748739,88.8672502530549,184.8753328129,0.061516814416517,0.073217692922061,3.57497577154152,1.99059021169039,1.20171859735056,,
MOKC5+S 2018-03-05 703.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC7 2018-03-05 704.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC7+S 2018-03-05 705.LMD,1192.01105980205,2140.08675121406,87.7379963745163,191.71059491568,0.069169908399233,0.040796016446029,1.3722058597657,2.00210113544971,1.14414642045613,,
MOKC8 2018-03-05 706.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC8+S 2018-03-05 707.LMD,578.950287186646,907.927533788387,84.8712998299705,199.435855836308,0.06850371849465,0.045118906675654,2.50640630397454,1.98806059996211,1.06389219072561,,
MOKC9 2018-03-05 708.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOKC9+S 2018-03-05 709.LMD,537.743088943529,2773.4801111767,93.2980354709383,205.138672713302,0.038366278982557,0.046955996244418,1090.41540167969,1.97028141635777,1.13701178618488,,
MSWD1+S 2018-03-05 732.LMD,243.258589133993,577.81302995409,82.724987475728,169.935010084452,0.050889798583252,0.053269216327484,1.82605220554044,NA,1.21700918831582,,
MSWD2+S 2018-03-05 733.LMD,373.500875273988,974.117873857273,79.2737091969721,171.739469064951,0.1201567341084,0.049547082229549,1.0083333326112,2.00200836896713,1.15398209899832,,
MSWD3+S 2018-03-05 734.LMD,464.859667166985,1238.46141194743,85.5392870802923,192.243922712184,0.052780989369024,0.052586872969191,2.1050345813897,2.01408049555001,1.11237959922869,,
MSWD4+S 2018-03-05 735.LMD,62.4851410495382,157.12398844075,82.42764678614,194.493778858072,0.111754652300822,0.033370212088319,1.16406926406792,2.13110501445658,1.05951521007633,,
MSWD5+S 2018-03-05 736.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MSWD6+S 2018-03-05 737.LMD,176.048108665073,695.178127620025,84.9263907159232,188.108360251303,0.073284510239401,0.046985421141651,0.973479117550511,1.98031444375194,1.12868974300858,,
MSWD7+S 2018-03-05 738.LMD,76.6333370389217,797.344091902416,86.4848038247385,189.358109407424,0.037916700434158,0.048081519122268,1.85727287993179,1.93279423901056,1.1418154217871,,
OHCQ1+S 2018-03-09 753.LMD,2093.94747766972,640.467883349438,89.5842747930764,183.08279659998,0.054175429141402,0.056863387886933,127230032.865117,2.00414867043146,1.22327543134501,,
OHCQ15+S 2018-03-09 759.LMD,1976.42275785052,1396.02099271676,132.805433007323,181.932230983145,0.033351088650888,0.040353441356129,3.88019507853055,NA,1.8249299792793,triploid,
OHCQ19+S 2018-03-09 760.LMD,469.269463941781,257.979895173963,127.933225613529,177.23212955825,0.030378759691491,0.031545101821592,2.39316354858583,2.00377940866843,1.80459979142046,triploid,
OHCQ2+S 2018-03-09 754.LMD,492.542377779218,339.558928197816,89.8955750702638,185.519821060868,0.045241486132093,0.054064125939831,4.17252221364857,2.01015845785265,1.211401220584,,
OHCQ3+S 2018-03-09 755.LMD,1258.60421542094,938.294278673887,131.695977495814,185.202266343271,0.040901642868009,0.048055068231494,6.8031280422334,1.97995390652889,1.77773172132403,triploid,
OHCQ4+S 2018-03-09 756.LMD,2737.42472192393,929.609924292366,131.928064911413,182.938215863455,0.033510983414467,0.037853587180277,3.82672046661027,NA,1.80290466222055,triploid,
OHCQ5+S 2018-03-09 757.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OHCQ6+S 2018-03-09 758.LMD,3735.12475265825,806.98754280193,137.367146777522,200.180224725267,0.032456835236649,0.029368015594115,4.96757698556343,NA,1.71554341801305,,
WB1+S 2018-03-09 761.LMD,336.134993999213,218.989437294337,86.0631805944353,179.891080919142,0.029192349943683,0.032399506651076,2.71817594419834,NA,1.19604568712775,,
WB10+S 2018-03-09 770.LMD,191.402308088172,2059.1850351576,143.42844586855,200.735972766941,0.027147783706477,0.035002546899841,6.922635411589,NA,1.78628229773088,triploid,
WB11+S 2018-03-09 771.LMD,1491.63912452338,2622.69856944234,87.1473345300815,185.002253959627,0.060148420716988,0.044322328881847,1.60640737714076,1.96133543283512,1.17765233483452,,
WB12+S 2018-03-09 772.LMD,716.992537016467,1033.35818848655,83.4298167499467,179.478070521878,0.041287084504688,0.033587377007933,1.58001332914332,1.97375151901551,1.16211713926043,,
WB13+S 2018-03-09 773.LMD,154.847918613629,1596.86407970304,123.017443248169,178.130950100072,0.046209612515009,0.05691305662363,2.96429804156089,1.99396437063801,1.72650293476595,triploid,
WB14+S 2018-03-09 774.LMD,332.276236449487,541.775445906443,125.929094494834,172.836495072593,0.031621647509988,0.042204089484601,2.44692544643785,2.00037745941909,1.8215061356391,triploid,
WB15+S 2018-03-09 775.LMD,77.1894799649242,273.703249483955,121.687717250648,171.192568779916,0.053209430696602,0.050721986188286,1.64735282729204,2.06487476388992,1.77705898856932,triploid,
WB16+S 2018-03-09 776.LMD,485.216633139567,1755.83575853089,122.809799990907,176.620534672411,0.03992756505114,0.057833874930154,2.95879038967715,2.01430718055298,1.73832844831279,triploid,
WB17+S 2018-03-09 777.LMD,315.622762099712,1482.31182879761,117.533654279475,167.912337308226,0.058201442414164,0.06303595765451,2.42194872078871,1.96490953388026,1.74992582682781,triploid,
WB2+S 2018-03-09 762.LMD,114.260237731419,1003.89404341949,135.773703394218,189.7885229488,0.022956719992478,0.033878500209265,2.30945066796289,NA,1.78848674941801,triploid,
WB3+S 2018-03-09 763.LMD,387.750278946246,639.867672220504,86.9891996456482,182.68065074605,0.035435299329684,0.031197087152107,1.35636312270825,1.98332150125112,1.19045448013231,,
WB4+S 2018-03-09 764.LMD,433.072746258562,1176.1786944362,128.281196033453,181.309374255408,0.024963028402401,0.031449237800682,2.73850449936412,NA,1.76881637477753,triploid,
WB5+S 2018-03-09 765.LMD,1057.21274285729,1488.81739138259,91.1357909333563,189.552065504019,0.052361968313189,0.041852113602746,2.72510635876743,2.00239782316612,1.20198889274863,,
WB6+S 2018-03-09 766.LMD,197.469995542185,1129.35331991536,141.671649687769,201.011774464535,0.024923078397973,0.02693577640058,3.06928095615446,NA,1.76198197922935,triploid,
WB7+S 2018-03-09 767.LMD,219.292143188021,297.94279106534,124.63682581577,176.984392343064,0.034279230144011,0.037492138843236,1.4928076871069,2.00125638266287,1.76056238866215,triploid,
WB8+S 2018-03-09 768.LMD,191.841091202014,654.894843583959,130.304252600927,183.196575144546,0.024400785105297,0.039243555066168,2.46058252720729,2.00611537971152,1.77820262876249,triploid,
WB9+S 2018-03-09 769.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILHE1 + Soy 2018-03-21 815.LMD,380.477412630922,390.099565755354,85.7458108700085,184.244580219135,0.070816368937131,0.018973219819484,0.937051509856545,2.12580221541498,1.16347806225867,,
ILHE2 + Soy 2018-03-21 816.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILHE3 + Soy 2018-03-21 817.LMD,229.612497992029,2786.36434902974,59.7620525328597,184.381731524983,0.042137610645438,0.03868905134768,2.21645376401975,NA,0.8103033315527,,
ILHE4 + Soy 2018-03-21 818.LMD,39.1290031706722,1335.73212385108,52.5279730583551,174.84591505905,0.037988808073018,0.033535778976424,5.41992535401875,NA,0.751060913270623,,
ILLG11 + Soy 2018-03-21 841.LMD,31.4866064408653,975.066205882309,49.0189557995232,172.123372027151,0.036725567937803,0.061039261184414,1.83332262675244,NA,0.711974138407405,,
ILLG13 + Soy 2018-03-21 842.LMD,866.637504334861,3927.95874438292,74.4346235654123,180.08059287672,0.119458644003196,0.032998600739069,1.15689635784249,2.29817928511201,1.03335154522132,,
ILLG14 + Soy 2018-03-21 843.LMD,1187.74507456194,2694.84047796667,83.874572088129,179.045158943765,0.049133621484981,0.030564893412351,1.44395994928068,1.92900641318589,1.17113711120322,,
ILLG15 + Soy 2018-03-21 844.LMD,391.434943940046,5100.40337545335,61.5738099641772,196.565709696574,0.028854587782307,0.030781353313269,6.68986087511697,NA,0.783119930470385,,
ILLG16 + Soy 2018-03-21 845.LMD,41.6475981305043,681.836632912973,86.2714058579129,185.792402220363,0.023579945888916,0.026490135667878,1.52614512840696,1.95071057887029,1.16085755965937,,
ILLG18 + Soy 2018-03-21 846.LMD,237.152085426629,78.9183066781462,78.1505584220066,170.60114032127,0.04712333512311,0.005180904522535,1.12136666818486,2.1753348040095,1.14522327158594,,
ILLG19 + Soy 2018-03-21 847.LMD,199.918680628554,438.06412446366,69.0198139888719,161.603084005018,0.122591226660718,0.068448143536189,0.959644867522711,2.0806562074431,1.06773664645424,,
ILLG4 + Soy 2018-03-21 839.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILLG7 + Soy 2018-03-21 840.LMD,92.7649667488175,1366.54335426771,83.0288914533602,182.923188627785,0.044264831755831,0.053646105920244,3.07163336279154,1.99220786470661,1.13475076719645,,
ILWB13 + Soy 2018-03-21 832.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILWB15 + Soy 2018-03-21 833.LMD,632.194779047762,2026.4068460117,76.596722300194,172.102098024108,0.08727220334849,0.036160117916199,1.47141091815366,2.07408976998352,1.11266398230462,,
ILWB16 + Soy 2018-03-21 834.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILWB2 + Soy 2018-03-21 828.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILWB22 + Soy 2018-03-21 835.LMD,204.428680365371,714.800631014139,67.7845462745,177.12833309114,0.127989958606721,0.033080692113623,1.10609830396881,2.38141687266289,0.956715183443043,,
ILWB23 + Soy 2018-03-21 836.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILWB24 + Soy 2018-03-21 837.LMD,829.12520149793,1518.47658156228,84.5118265287749,183.64648358228,0.044595692212315,0.030669019705287,3.77149419704384,2.01511905791905,1.15046889110336,,
ILWB27 + Soy 2018-03-21 838.LMD,128.362293207775,479.46817021308,82.5727713574724,177.947753195007,0.047126165426791,0.026840352837804,1.13220900784431,1.92078467253979,1.16007044026827,,
ILWB5 + Soy 2018-03-21 829.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILWB6 + Soy 2018-03-21 830.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILWB7 + Soy 2018-03-21 831.LMD,650.312999404904,722.16966145916,79.578833916814,181.003004657054,0.065149871076906,0.034800433828243,0.949868216053601,2.01001340619703,1.09913691857756,,
INEM1 + Soy 2018-03-20 804.LMD,1429.06950069969,601.239627706004,78.8426541657458,178.083524407025,0.108032362713818,0.053467561107668,1.1969329411255,1.95647540788864,1.10682128552139,,
INEM10 + Soy 2018-03-20 810.LMD,3904.13922988638,1086.76657516258,89.2437477925097,188.795506457748,0.070722782434281,0.058360845982657,1.49729151564401,1.98351542750337,1.18175148162865,,
INEM12 + Soy 2018-03-20 811.LMD,1198.5289412159,677.683960412403,89.1905871580598,190.983244302295,0.062947108557703,0.047417768771275,3.04354339465614,1.9995049415315,1.16751848419862,,
INEM14 + Soy 2018-03-20 812.LMD,688.740987981958,1022.12513986432,83.3053612855789,180.016711015705,0.045549997750116,0.040683971623319,4.05414210712028,1.92864293960151,1.15691150026498,,
INEM15 + Soy 2018-03-20 813.LMD,398.924510034233,696.179928916117,82.6249133997897,181.41221579227,0.05194295138827,0.032528238098884,1.28467498346009,2.00605042150543,1.13863491825712,,
INEM4 + Soy 2018-03-20 805.LMD,2050.36947222885,709.509167058241,89.7086034328824,191.744318624642,0.078252350004326,0.032116236874657,1.60335526280554,2.12118249997481,1.16963835064776,,
INEM5 + Soy 2018-03-20 806.LMD,2135.68699185085,1518.63554982668,85.6313326735205,188.548911825807,0.081217937936582,0.053094320218774,3.31249458137223,2.34475967996473,1.13539945476631,,
INEM6 + Soy 2018-03-20 807.LMD,4546.15241159237,1411.00651682382,85.9755311695964,188.677496324968,0.075130104203143,0.0521598325121,1.81543824568612,1.95873991682442,1.13918634765956,,
INEM7 + Soy 2018-03-20 808.LMD,3715.70262504108,604.307800785265,87.4090158579238,183.178462953023,0.039863741178549,0.039066711385696,7.09636710532735,1.95950697959967,1.19294886594201,,
INEM9 + Soy 2018-03-20 809.LMD,2951.51562394132,1392.48138504393,86.1586003264097,182.135138532647,0.037821911998844,0.030621589429356,1.75053310539528,1.88846450068087,1.18261913956497,,
MIWA1 + Soy 2018-03-20 796.LMD,225.317157511208,609.159806544579,134.082851398873,187.741023340115,0.023631792592497,0.026009777787674,1.86233527884905,NA,1.78547619765508,triploid,
MIWA10 + Soy 2018-03-20 802.LMD,2367.12316667909,909.524126768527,129.778883043903,197.293734231211,0.067612424599038,0.038477652598239,2.48454797523884,NA,1.64448814795879,triploid,
MIWA11 + Soy 2018-03-20 803.LMD,771.215415251307,318.817086696012,122.067442725522,183.386672526924,0.051652165677374,0.021585421951518,1.80536761258668,2.03675850411859,1.66407189033327,triploid,
MIWA2 + Soy 2018-03-20 797.LMD,282.732722177315,986.386312295509,131.538533426091,185.780435065197,0.027374278570987,0.033245687909466,1.78280119447676,NA,1.77008054400252,triploid,
MIWA4 + Soy 2018-03-20 798.LMD,307.694400053913,1061.01651697819,127.35999563814,182.289461458705,0.036409728150198,0.032967518571306,2.00787243279132,NA,1.74667249849481,triploid,
MIWA6 + Soy 2018-03-20 799.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MIWA8 + Soy 2018-03-20 800.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MIWA9 + Soy 2018-03-20 801.LMD,2025.97030278928,984.602842378829,129.102538844826,194.007941542042,0.056321230143583,0.052225125805967,2.93563191066224,NA,1.66362440911793,triploid,
MOMA1 + Soy 2018-03-21 856.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MOMA2 + Soy 2018-03-21 857.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OHES1 + Soy 2018-03-20 788.LMD,3318.88046243411,1214.59787883602,87.6873693168635,184.841528899607,0.070373729047532,0.040293366179788,2.66526901997193,1.97564899120272,1.18598036164926,,
OHES2 + Soy 2018-03-20 789.LMD,745.372618665079,645.948817524245,89.6042122923892,185.344236127558,0.052990037901146,0.049359887464751,5.83238405209256,2.01484540601501,1.20861881335659,,
OHES3 + Soy 2018-03-20 790.LMD,3861.47092765407,969.059591964303,89.8812845889974,192.830814022838,0.05678966256953,0.060783040057125,10.0456630172004,2.01490397508564,1.1652868480132,,
OHES4 + Soy 2018-03-20 791.LMD,575.947631502565,2305.90924575541,83.9110928729827,182.340488491198,0.075385025503031,0.052610263417723,1.09384969196127,1.99962206324972,1.1504725797232,,
OHES5 + Soy 2018-03-20 792.LMD,330.884066800889,721.141391480166,85.2779307565275,182.745938381661,0.08379686465132,0.034129267642185,0.95104276422048,2.02827019619226,1.16661868810494,,
OHES6 + Soy 2018-03-20 793.LMD,1643.01308361649,1240.16778341633,89.4504356762477,187.963161371571,0.043389649717094,0.043377130739451,2.32428656285019,2.00653340128431,1.18973360289759,,
OHES7 + Soy 2018-03-20 794.LMD,2331.27147322536,766.374012186459,86.2159111838362,193.558882826624,0.092172315490587,0.034491812433417,1.33533724331315,2.24436892547813,1.1135617999648,,
OHES8 + Soy 2018-03-20 795.LMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ILGG12 + Soy 2018-03-22 868.LMD,120.312582435613,765.835022104315,132.502479214673,186.354473347841,0.018283482787541,0.041352689597976,1.73524124996137,NA,1.77755968013912,triploid,
ILGG18 + Soy 2018-03-22 869.LMD,69.919281619387,388.142236654778,119.465859907271,170.69428665177,0.070805754108434,0.054051602937021,1.29793873210429,2.01997549864384,1.74970501723632,triploid,
ILGG18+s 2018-03-22 874.LMD,1963.31657088109,5.60057603166419,163.658237772399,233.553534402836,0.05947062047453,0.016983051163947,1.89789846408593,NA,1.75182788595825,triploid,
ILGG19 + Soy 2018-03-22 870.LMD,43.1756325533954,359.4762394742,122.49877502193,173.749781678777,0.032913093084686,0.031548587025997,3.7461624577605,1.89652448341277,1.76257451719279,triploid,
ILGG19+s 2018-03-22 873.LMD,493.692158478166,691.263128152566,110.310049059242,163.010339603621,0.12381861771886,0.050884219060207,1.11555182938379,NA,1.69176460412685,triploid,
